iter	Passed	Remaining
803	6876	1676
804	6886	1668
805	6894	1659
806	6902	1650
807	6910	1642
808	6918	1633
809	6926	1624
810	6935	1616
811	6943	1607
812	6950	1598
813	6958	1590
814	6965	1581
815	6973	1572
816	6982	1563
817	6989	1555
818	6997	1546
819	7004	1537
820	7011	1528
821	7019	1520
822	7027	1511
823	7034	1502
824	7041	1493
825	7049	1484
826	7057	1476
827	7064	1467
828	7072	1458
829	7080	1450
830	7087	1441
831	7095	1432
832	7102	1423
833	7109	1415
834	7117	1406
835	7124	1397
836	7132	1388
837	7139	1380
838	7147	1371
839	7155	1362
840	7162	1354
841	7169	1345
842	7177	1336
843	7183	1327
844	7190	1318
845	7197	1310
846	7204	1301
847	7211	1292
848	7219	1283
849	7226	1275
850	7233	1266
851	7241	1257
852	7247	1248
853	7255	1240
854	7262	1231
855	7270	1223
856	7278	1214
857	7285	1205
858	7293	1197
859	7299	1188
860	7306	1179
861	7312	1170
862	7319	1162
863	7326	1153
864	7334	1144
865	7341	1135
866	7348	1127
867	7355	1118
868	7362	1109
869	7370	1101
870	7377	1092
871	7384	1083
872	7391	1075
873	7398	1066
874	7406	1058
875	7413	1049
876	7419	1040
877	7427	1032
878	7434	1023
879	7442	1014
880	7448	1006
881	7456	997
882	7462	988
883	7469	980
884	7476	971
885	7483	962
886	7490	954
887	7497	945
888	7504	937
889	7511	928
890	7518	919
891	7525	911
892	7532	902
893	7538	893
894	7546	885
895	7553	876
896	7562	868
897	7568	859
898	7576	851
899	7584	842
900	7591	834
901	7598	825
902	7604	816
903	7612	808
904	7619	799
905	7626	791
906	7633	782
907	7640	774
908	7648	765
909	7656	757
910	7663	748
911	7669	740
912	7676	731
913	7682	722
914	7690	714
915	7698	705
916	7704	697
917	7711	688
918	7717	680
919	7725	671
920	7732	663
921	7739	654
922	7746	646
923	7752	637
924	7759	629
925	7766	620
926	7772	612
927	7779	603
928	7786	595
929	7793	586
930	7801	578
931	7808	569
932	7815	561
933	7823	552
934	7830	544
935	7837	535
936	7843	527
937	7850	518
938	7858	510
939	7866	502
940	7873	493
941	7881	485
942	7888	476
943	7895	468
944	7903	459
945	7910	451
946	7917	443
947	7924	434
948	7932	426
949	7941	417
950	7949	409
951	7956	401
952	7963	392
953	7971	384
954	7979	375
955	7986	367
956	7993	359
957	8001	350
958	8008	342
959	8017	334
960	8024	325
961	8032	317
962	8039	308
963	8046	300
964	8054	292
965	8062	283
966	8070	275
967	8077	267
968	8084	258
969	8092	250
970	8099	241
971	8106	233
972	8113	225
973	8119	216
974	8127	208
975	8134	200
976	8141	191
977	8150	183
978	8157	174
979	8166	166
980	8173	158
981	8180	149
982	8186	141
983	8193	133
984	8200	124
985	8207	116
986	8215	108
987	8222	99
988	8230	91
989	8237	83
990	8245	74
991	8251	66
992	8258	58
993	8265	49
994	8271	41
995	8279	33
996	8286	24
997	8294	16
998	8300	8
999	8308	0
