iter	Logloss
498	0.1510288929
499	0.150928179
500	0.1508480483
501	0.1507666739
502	0.1506418459
503	0.150580346
504	0.1505295225
505	0.150458217
506	0.1504384031
507	0.1503979619
508	0.1503044112
509	0.1502285524
510	0.1501847407
511	0.1500964395
512	0.1500033686
513	0.1499107008
514	0.1498819267
515	0.1497340487
516	0.1497158539
517	0.1495726146
518	0.1494764039
519	0.1493547975
520	0.1492736865
521	0.1492477475
522	0.1491350827
523	0.1489921193
524	0.1489312526
525	0.1489052297
526	0.1488188027
527	0.1487688416
528	0.1486646339
529	0.1484886926
530	0.148281976
531	0.1481813575
532	0.1480528466
533	0.1479938743
534	0.1479208642
535	0.147818206
536	0.1477313739
537	0.1476111055
538	0.1475386405
539	0.1474567552
540	0.1473747007
541	0.1472436993
542	0.1471522153
543	0.146998428
544	0.1468453626
545	0.1468332559
546	0.1466244132
547	0.1464213484
548	0.1463631191
549	0.146273181
550	0.1461807799
551	0.1461694153
552	0.1460867008
553	0.1460219591
554	0.1458967033
555	0.1458803803
556	0.1458268399
557	0.1457610996
558	0.1457071226
559	0.1455527165
560	0.1454831162
561	0.1453048602
562	0.1452333173
563	0.1451233554
564	0.1449536118
565	0.1448508842
566	0.1447978813
567	0.1447303774
568	0.1446669683
569	0.1445927233
570	0.1445239408
571	0.1444273902
572	0.1443190485
573	0.1442613871
574	0.1441841534
575	0.1440461448
576	0.1439899042
577	0.1438892828
578	0.143813923
579	0.1438047726
580	0.1437187596
581	0.1436468116
582	0.1435221351
583	0.1434976965
584	0.1433313692
585	0.1432028321
586	0.143127224
587	0.1429619311
588	0.1428475692
589	0.1427569263
590	0.1426736875
591	0.1425968179
592	0.1425057779
593	0.1424278451
594	0.1423610949
595	0.1423005096
596	0.1421938082
597	0.1420794414
598	0.142026294
599	0.1419820943
600	0.1418586232
601	0.14174878
602	0.1416146145
603	0.1414966622
604	0.1414514385
605	0.1413822023
606	0.1412738817
607	0.1412161636
608	0.1411364229
609	0.1409573588
610	0.1408410883
611	0.140704981
612	0.1405525075
613	0.14045309
614	0.1403403801
615	0.140212789
616	0.1401733908
617	0.1401363775
618	0.1400694572
619	0.1400099886
620	0.1399124896
621	0.1398761587
622	0.1397280125
623	0.1396317552
624	0.1394953675
625	0.1393318219
626	0.1392143438
627	0.1391909923
628	0.1391266267
629	0.1390449835
630	0.138973645
631	0.1389437622
632	0.1387846752
633	0.138665622
634	0.138618099
635	0.1385249969
636	0.1384218082
637	0.1382794508
638	0.1382208876
639	0.1380914523
640	0.1380060806
641	0.1378623225
642	0.1377398944
643	0.1377294961
644	0.137675773
645	0.1375280318
646	0.1374765817
647	0.1374091361
648	0.1373484389
649	0.1372911128
650	0.137185515
651	0.1371305161
652	0.1370229896
653	0.1368984401
654	0.1367378679
655	0.1366207149
656	0.1365490585
657	0.1364641343
658	0.1363702817
659	0.1363148384
660	0.136184213
661	0.1361224138
662	0.1359900797
663	0.1358889188
664	0.1358284582
665	0.1357673775
666	0.1357138677
667	0.1356237717
668	0.1355605989
669	0.1354485336
670	0.1353663495
671	0.1352434639
672	0.1351155021
673	0.1349930163
674	0.1349889153
675	0.1349166781
676	0.1348038796
677	0.1346605439
678	0.1346560118
679	0.1345533416
680	0.1344256274
681	0.1343735299
682	0.1343017019
683	0.1342487988
684	0.1341940989
685	0.1341779052
686	0.1341312604
687	0.134088654
688	0.1340359762
689	0.133945036
690	0.1338348625
691	0.1337921471
692	0.1336899592
693	0.1335974214
694	0.1335691377
695	0.1335019344
696	0.1333939276
697	0.1332809261
698	0.1331825693
699	0.1331276648
700	0.1330269419
701	0.1328869497
702	0.1328832207
703	0.1328242
704	0.1327223088
705	0.1325850203
706	0.1325153415
707	0.1324115746
708	0.1323307913
709	0.1322191663
710	0.1321170708
711	0.1320328393
712	0.1319455387
713	0.1318897622
714	0.1318102714
715	0.1317366209
716	0.1316655698
717	0.1316082441
718	0.1315139978
719	0.1313981272
720	0.1313307143
721	0.1312336704
722	0.1311671138
723	0.131114145
724	0.1310163488
725	0.1309686485
726	0.1308742983
727	0.1308047951
728	0.130638403
729	0.1305492142
730	0.1304555496
731	0.1303124353
732	0.1302869574
733	0.1301702808
734	0.1300690523
735	0.1300531872
736	0.1300046141
737	0.1299381143
738	0.1298329482
739	0.1296857656
740	0.1295632277
741	0.1294228347
742	0.1293340834
743	0.1292561335
744	0.1292100672
745	0.1291228628
746	0.129053175
747	0.1289699944
748	0.1288449265
749	0.1288081871
750	0.1287304178
751	0.1286422101
752	0.1285723301
753	0.1284667471
754	0.1283252674
755	0.1282874158
756	0.1282006289
757	0.1280673078
758	0.1280514567
759	0.1279462608
760	0.1278215262
761	0.127744007
762	0.1276253032
763	0.1275418725
764	0.1274701987
765	0.1272992971
766	0.1272442915
767	0.1271699147
768	0.1271210863
769	0.1270848826
770	0.1270103379
771	0.126951246
772	0.1268875802
773	0.1267470386
774	0.1266157421
775	0.1265178646
776	0.1264254712
777	0.1262569764
778	0.1261868066
779	0.1260888266
780	0.1259991275
781	0.1259133388
782	0.125855046
783	0.1257664237
784	0.1256961619
785	0.1255999539
786	0.1255373541
787	0.1254198871
788	0.1253014488
789	0.1252021904
790	0.125089458
791	0.1250294722
792	0.1249628315
793	0.1249094416
794	0.1248596179
795	0.124825064
796	0.1246750581
797	0.1245777377
798	0.1244928895
799	0.1244286337
800	0.1243396518
801	0.1242586588
802	0.1242031339
803	0.1241496331
804	0.1240903871
805	0.1240185143
806	0.1239683646
807	0.1239383537
808	0.1238654563
809	0.1238134005
810	0.1237443348
811	0.1236545314
812	0.123601626
813	0.1235220637
814	0.1234807394
815	0.1234057369
816	0.1233197313
817	0.1232430306
818	0.123164538
819	0.123028735
820	0.1229635666
821	0.1228828436
822	0.1227913886
823	0.122752224
824	0.1226640413
825	0.1225897528
826	0.1224912666
827	0.1224123158
828	0.1223410024
829	0.1222969912
830	0.1221929496
831	0.1221170709
832	0.1220603778
833	0.1219384418
834	0.1218735676
835	0.1217915348
836	0.1217464551
837	0.1216634769
838	0.1215506657
839	0.1214976052
840	0.1214352766
841	0.1213066705
842	0.1212498164
843	0.1211940857
844	0.1211485644
845	0.1210711361
846	0.1209788522
847	0.1208811986
848	0.1207817091
849	0.1207279767
850	0.1206435293
851	0.1205981402
852	0.120501298
853	0.1204624154
854	0.1203366102
855	0.1202042931
856	0.1200636974
857	0.1200361486
858	0.1199224226
859	0.119882079
860	0.1198645529
861	0.1198253074
862	0.1197327545
863	0.1195820711
864	0.11949396
865	0.1194321974
866	0.1193829846
867	0.1192879122
868	0.1192548505
869	0.1192216263
870	0.1192029749
871	0.1190986137
872	0.1190803715
873	0.1189962758
874	0.1189193615
875	0.1188357875
876	0.1187597312
877	0.1186749136
878	0.1186515929
879	0.1185310441
880	0.1184527841
881	0.1183876062
882	0.1183335205
883	0.1182020307
884	0.1180780625
885	0.1180335635
886	0.117990395
887	0.1179115601
888	0.1178665178
889	0.1177164178
890	0.1176628454
891	0.1176384434
892	0.1175454459
893	0.1174351784
894	0.1173680743
895	0.1172791669
896	0.1171726066
897	0.1171161175
898	0.117050919
899	0.116983994
900	0.1169250304
901	0.1168972519
902	0.1167895953
903	0.1167110338
904	0.1166667079
905	0.1166321923
906	0.1165655176
907	0.1165208804
908	0.1164414671
909	0.1163516233
910	0.1162192661
911	0.1161659233
912	0.1161252274
913	0.1160905638
914	0.1160683968
915	0.1160506431
916	0.1160241459
917	0.1159769228
918	0.1158670189
919	0.1158102299
920	0.115758812
921	0.1156179376
922	0.1155941052
923	0.1155261861
924	0.1154773808
925	0.1154036803
926	0.1153585624
927	0.1153263353
928	0.1152286232
929	0.1151460206
930	0.1150441467
931	0.1149410105
932	0.1148833997
933	0.1147810347
934	0.114733385
935	0.1146545768
936	0.1145782615
937	0.1144455199
938	0.1144097339
939	0.1142982031
940	0.1142033376
941	0.1141094081
942	0.1140180784
943	0.1139829674
944	0.1138915104
945	0.1138389113
946	0.113822049
947	0.1137849242
948	0.1137242861
949	0.1136218861
950	0.11355702
951	0.1135030104
952	0.1134130761
953	0.113395925
954	0.1133436475
955	0.11322788
956	0.1131364372
957	0.1130778812
958	0.1130010307
959	0.1129676691
960	0.1128913818
961	0.1128366802
962	0.1128009667
963	0.1127430372
964	0.1126730173
965	0.1125881648
966	0.1124637518
967	0.1124322844
968	0.1123623103
969	0.112295139
970	0.1122580792
971	0.1122116759
972	0.1121417783
973	0.1120890256
974	0.1119969987
975	0.1119673149
976	0.1119184846
977	0.1118326802
978	0.1117934305
979	0.1117442364
980	0.1116606592
981	0.1116296616
982	0.1115767295
983	0.1115656405
984	0.1114984178
985	0.1113894888
986	0.1113739917
987	0.1113652938
988	0.1112698841
989	0.1112460388
990	0.111167687
991	0.1111030437
992	0.1110264223
993	0.1109879831
994	0.1109552139
995	0.1108803702
996	0.1108064086
997	0.1107740256
998	0.1107618603
999	0.110689443
89304236
