iter	Logloss
0	0.6601154616
1	0.6244355603
2	0.5969396437
3	0.5708343295
4	0.546717494
5	0.5249562745
6	0.5068813628
7	0.4894707096
8	0.4737638208
9	0.4618397128
10	0.4509765162
11	0.4401685201
12	0.4286371242
13	0.4184366479
14	0.4098010986
15	0.4020374446
16	0.3947300668
17	0.3886253911
18	0.3818883299
19	0.3758022409
20	0.3717119441
21	0.3667114871
22	0.3626754219
23	0.3584563341
24	0.3547207763
25	0.3509680914
26	0.3475794482
27	0.3448015476
28	0.3424347864
29	0.3397545958
30	0.3372552134
31	0.3353052342
32	0.3340802833
33	0.3319614013
34	0.330052678
35	0.3281341041
36	0.3262459076
37	0.3243788376
38	0.3221941575
39	0.3202735633
40	0.3193720334
41	0.3177967301
42	0.3160092422
43	0.3149228922
44	0.3134034372
45	0.3123659712
46	0.311404736
47	0.3102496428
48	0.3091057439
49	0.3078159697
50	0.3069081484
51	0.3056419742
52	0.3044534272
53	0.303714988
54	0.3024755439
55	0.3015615015
56	0.3003348927
57	0.2991219131
58	0.2983781218
59	0.2974567874
60	0.2963989965
61	0.2951467284
62	0.2942880704
63	0.2932315214
64	0.2926063838
65	0.2916738368
66	0.2909346247
67	0.2896953942
68	0.2892258784
69	0.2883916029
70	0.2879323677
71	0.2872505158
72	0.2861105351
73	0.2850881301
74	0.284578078
75	0.2841084938
76	0.2828419872
77	0.2822204614
78	0.2815142072
79	0.2806644393
80	0.2799599877
81	0.2793505331
82	0.2786696417
83	0.2781578258
84	0.277702546
85	0.2772245217
86	0.2764595432
87	0.2760871843
88	0.2753370738
89	0.2750342443
90	0.274543426
91	0.2738820452
92	0.2731046617
93	0.2723970488
94	0.272046462
95	0.2714427215
96	0.2706384717
97	0.2698853287
98	0.2693539416
99	0.2686654679
100	0.2676491101
101	0.2672458201
102	0.2666204235
103	0.2659530459
104	0.2653217315
105	0.2646866386
106	0.2640590625
107	0.263601124
108	0.2632297811
109	0.2629286669
110	0.2624232984
111	0.2620067213
112	0.2616693374
113	0.2608610639
114	0.2602477538
115	0.2597528997
116	0.2593381689
117	0.2586710359
118	0.2580407434
119	0.2573800608
120	0.2566098131
121	0.2559399707
122	0.2553962866
123	0.2543239443
124	0.2536576221
125	0.2531680948
126	0.2526699737
127	0.2518353824
128	0.2512699103
129	0.2510154603
130	0.2504554799
131	0.2501028039
132	0.2492490564
133	0.2487400673
134	0.2475932988
135	0.2472099912
136	0.2466303882
137	0.2459452226
138	0.245630539
139	0.2450530585
140	0.2446306344
141	0.2441402092
142	0.2436646599
143	0.2433487815
144	0.2426414764
145	0.2422476782
146	0.2420076275
147	0.2415265406
148	0.2411745161
149	0.2411732775
150	0.2403690029
151	0.239972
152	0.2394957637
153	0.2390734953
154	0.2384688538
155	0.238111778
156	0.2374371849
157	0.2369244697
158	0.2367118044
159	0.236298338
160	0.2358713207
161	0.235259911
162	0.2348483556
163	0.2340093756
164	0.2335462797
165	0.2330827358
166	0.2325536417
167	0.2320876309
168	0.2317518167
169	0.2313996528
170	0.2310589593
171	0.2305851669
172	0.2303303203
173	0.2298691461
174	0.229356511
175	0.229035198
176	0.2285958589
177	0.2280568288
178	0.2277389756
179	0.2274626564
180	0.2269861252
181	0.2262437344
182	0.2259031587
183	0.2255316579
184	0.2250866523
185	0.2245258449
186	0.2240472883
187	0.2235640778
188	0.2230807291
189	0.2222853765
190	0.2218870706
191	0.2214027741
192	0.2207792624
193	0.2205656872
194	0.2201556261
195	0.2194956399
196	0.218891762
197	0.2186877342
198	0.218243511
199	0.217930343
200	0.2174042007
201	0.2167501905
202	0.2160920235
203	0.2154820651
204	0.2147919072
205	0.2144331057
206	0.2140198508
207	0.2135915074
208	0.2132053819
209	0.2126580167
210	0.2121505759
