iter	Logloss
211	0.2116273065
212	0.2110131362
213	0.2107123362
214	0.2102600286
215	0.2098309998
216	0.2094608188
217	0.2091997269
218	0.2084169959
219	0.2077441186
220	0.2074731317
221	0.2068935257
222	0.2063382806
223	0.2057180063
224	0.2050847362
225	0.2046024108
226	0.2039088959
227	0.2034088887
228	0.2031716068
229	0.2026120476
230	0.2022192013
231	0.2017006865
232	0.2012863394
233	0.2008350192
234	0.2003685247
235	0.1996862061
236	0.1994997386
237	0.1992627164
238	0.1988756115
239	0.1984730931
240	0.1979194996
241	0.1974393379
242	0.1972338066
243	0.1968464976
244	0.1964564075
245	0.1960307051
246	0.1954506249
247	0.1952613168
248	0.1947416147
249	0.1943821256
250	0.1940442904
251	0.1938562882
252	0.1934800068
253	0.1931550999
254	0.1927205921
255	0.1924109543
256	0.1922218605
257	0.1918910286
258	0.191718518
259	0.1913673751
260	0.1907067326
261	0.1901494325
262	0.1898030224
263	0.1894498818
264	0.1889116598
265	0.1884542463
266	0.1881957873
267	0.187991474
268	0.1875505976
269	0.1869645787
270	0.1864949343
271	0.1862281602
272	0.1860280364
273	0.1855789718
274	0.185326092
275	0.1851421251
276	0.1846471911
277	0.1843392958
278	0.1840871096
279	0.1835538437
280	0.1834486313
281	0.1831673806
282	0.1829565123
283	0.1826418992
284	0.1821708818
285	0.1819474645
286	0.1817165509
287	0.1812065903
288	0.1809511546
289	0.1807918541
290	0.1802709191
291	0.1798204611
292	0.1795505618
293	0.1792443909
294	0.1786371077
295	0.1784712337
296	0.1782675003
297	0.1775908443
298	0.1774183827
299	0.177113039
300	0.176466466
301	0.1761254486
302	0.1757656892
303	0.1753824878
304	0.1749070662
305	0.1746083434
306	0.1744188416
307	0.1739802276
308	0.1735056906
309	0.1731222428
310	0.1728077097
311	0.172457615
312	0.1721437412
313	0.1715188434
314	0.1711273771
315	0.1707599591
316	0.1704874231
317	0.1701632415
318	0.1697963087
319	0.1694361053
320	0.1690051348
321	0.1688178463
322	0.1686617304
323	0.1682041803
324	0.1678269663
325	0.1674090606
326	0.1670367438
327	0.1667695274
328	0.166511532
329	0.166134187
330	0.1658501984
331	0.1655483822
332	0.1653242334
333	0.1651230998
334	0.1647504792
335	0.1645511039
336	0.1640524927
337	0.1636819383
338	0.1632938719
339	0.1628250695
340	0.162613828
341	0.1619967653
342	0.1615120435
343	0.1612324622
344	0.1608401892
345	0.1606810878
346	0.1604688938
347	0.1602577646
348	0.1596930216
349	0.1594625611
350	0.1590689224
351	0.1587692726
352	0.1584434125
353	0.1579824174
354	0.1577617232
355	0.1574622663
356	0.1569597776
357	0.1567165232
358	0.1563328076
359	0.1560468558
360	0.1557726156
361	0.1554372734
362	0.1551033918
363	0.1546573724
364	0.1542272669
365	0.1538988794
366	0.153579807
367	0.1531989163
368	0.1528667215
369	0.1524941564
370	0.1521499882
371	0.1515208861
372	0.1512620402
373	0.1509380633
374	0.1506390245
375	0.1502911931
376	0.1498978292
377	0.1496188639
378	0.1491572621
379	0.1489079139
380	0.1486464933
381	0.1483802668
382	0.1479963922
383	0.1477884251
384	0.1475374296
385	0.1472708196
386	0.1470202992
387	0.1467680418
388	0.1464067003
389	0.1462718422
390	0.1459505745
391	0.1456686654
392	0.1454823924
393	0.145146404
394	0.1448261485
395	0.1446186498
396	0.1443591735
397	0.1441634398
398	0.1437951146
399	0.1434532448
400	0.1431202204
401	0.1427934509
402	0.1426052832
403	0.1424247158
404	0.1421131158
405	0.1418101028
406	0.1413707804
407	0.1409994095
408	0.1406613938
409	0.1404416785
410	0.1402330922
411	0.1400198428
412	0.1397957683
413	0.1396596266
414	0.1393283938
415	0.1390768892
416	0.1388075749
417	0.1384673673
418	0.138121177
419	0.1378503397
420	0.1376616981
421	0.1374165321
422	0.1372458657
423	0.1370150007
424	0.1367777005
425	0.1363782327
426	0.1360942474
427	0.1358397894
428	0.1356492859
429	0.1353116776
430	0.1349971915
431	0.1346063627
432	0.1343981785
433	0.1341612975
434	0.1339359337
435	0.1336523879
436	0.1332519018
437	0.1330719109
438	0.132828802
439	0.1325261876
440	0.1323820072
441	0.1321510245
442	0.1319720295
443	0.1318251116
444	0.1316561677
445	0.131479444
446	0.1312000478
447	0.1308671917
448	0.1306426486
449	0.130472385
450	0.130175425
451	0.129853524
452	0.1296901065
453	0.1293963837
454	0.129189536
455	0.1287833901
456	0.1285111582
457	0.1282454722
458	0.128005673
459	0.1277982655
460	0.1275296715
461	0.1273641864
462	0.1271272896
463	0.1269012848
464	0.1266015352
465	0.1262349351
466	0.1259509049
467	0.1257704363
468	0.1254565178
469	0.12526535
470	0.125056966
471	0.1248205376
472	0.1245469449
473	0.1242709966
474	0.1239872609
475	0.123872953
476	0.1236543015
477	0.1234612968
478	0.1231997229
479	0.122990625
480	0.1226949211
481	0.1224846743
482	0.1223854718
483	0.1221034467
484	0.1218947183
485	0.1216733152
486	0.121451242
487	0.1212517048
488	0.1210876048
489	0.1209316421
490	0.1207189895
491	0.1205550104
492	0.120381685
493	0.1200624703
494	0.1197747523
495	0.1196414141
496	0.1193615856
497	0.1191905037
498	0.1190123989
499	0.11881398
500	0.118578135
501	0.1183454277
502	0.1179820851
503	0.1178271516
504	0.1176065789
505	0.1174356939
506	0.1172371875
507	0.1171296746
508	0.1169459248
509	0.1166028874
510	0.1164130949
511	0.1161624448
512	0.1160002635
513	0.1157990743
514	0.1155850682
515	0.1153794247
516	0.115195359
517	0.1150142439
518	0.1148157707
519	0.1145806515
520	0.1143612176
521	0.1141122385
522	0.1138532315
523	0.1136969473
524	0.1135796698
525	0.1134102354
526	0.1132371041
527	0.1130242318
528	0.1129206975
529	0.1127490892
530	0.1125485087
531	0.1124159053
532	0.1122452904
533	0.112110085
534	0.1118819013
535	0.1116536159
536	0.1115053444
537	0.1113005818
538	0.11114925
539	0.11102729
540	0.1108364855
541	0.1105956707
542	0.1103409593
543	0.1102345161
544	0.1100975117
545	0.1098959852
546	0.109688957
547	0.109564068
548	0.1094401731
549	0.1093015497
